Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer Segment,Customer State,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Card Id,Product Category Id,Product Name,Product Price,Product Status,Shipping Mode,order_date,shipping_date,shipping_delay_days
DEBIT,2,1,24.57999992,245.8099976,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19480,Corporate,PR,725.0,2,Fitness,18.27843857,-66.03705597,Pacific Asia,Sangli,India,19480,75927,1360,81.94000244,0.25,179242,327.75,0.100000001,1,327.75,245.8099976,24.57999992,South Asia,Maharashtra,COMPLETE,1360,73,Smart watch ,327.75,0,First Class,2018-01-13 08:15:00,2018-01-15 08:15:00,1
TRANSFER,2,1,16.38999939,327.75,Late delivery,1,73,Sporting Goods,Peabody,EE. UU.,19479,Corporate,MA,1960.0,2,Fitness,42.52627564,-70.92703247,Pacific Asia,Sangli,India,19479,75926,1360,0.0,0.0,179241,327.75,0.050000001,1,327.75,327.75,16.38999939,South Asia,Maharashtra,PROCESSING,1360,73,Smart watch ,327.75,0,First Class,2018-01-13 07:54:00,2018-01-15 07:54:00,1
DEBIT,2,1,-259.5799866,324.4700012,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19478,Corporate,PR,725.0,2,Fitness,18.28404999,-66.03705597,Pacific Asia,Sangli,India,19478,75925,1360,3.279999971,0.01,179240,327.75,-0.800000012,1,327.75,324.4700012,-259.5799866,South Asia,Maharashtra,COMPLETE,1360,73,Smart watch ,327.75,0,First Class,2018-01-13 07:33:00,2018-01-15 07:33:00,1
PAYMENT,5,2,-246.3600006,321.2000122,Late delivery,1,73,Sporting Goods,Canovanas,Puerto Rico,19477,Corporate,PR,729.0,2,Fitness,18.3957901,-65.87288666,Pacific Asia,Seúl,Corea del Sur,19477,75924,1360,6.559999943,0.02,179239,327.75,-0.769999981,1,327.75,321.2000122,-246.3600006,Eastern Asia,Seúl,PENDING_PAYMENT,1360,73,Smart watch ,327.75,0,Second Class,2018-01-13 07:12:00,2018-01-18 07:12:00,3
CASH,2,1,23.84000015,317.9200134,Late delivery,1,73,Sporting Goods,Paramount,EE. UU.,19476,Corporate,CA,90723.0,2,Fitness,33.89869309,-118.1745605,Pacific Asia,Jabalpur,India,19476,75923,1360,9.829999924,0.029999999,179238,327.75,0.079999998,1,327.75,317.9200134,23.84000015,South Asia,Madhya Pradesh,CLOSED,1360,73,Smart watch ,327.75,0,First Class,2018-01-13 06:51:00,2018-01-15 06:51:00,1
DEBIT,2,1,102.2600021,314.6400146,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19475,Consumer,PR,725.0,2,Fitness,18.233778,-66.0370636,Pacific Asia,Jabalpur,India,19475,75922,1360,13.10999966,0.039999999,179237,327.75,0.330000013,1,327.75,314.6400146,102.2600021,South Asia,Madhya Pradesh,COMPLETE,1360,73,Smart watch ,327.75,0,First Class,2018-01-13 06:30:00,2018-01-15 06:30:00,1
PAYMENT,0,0,87.18000031,311.3599854,Shipping on time,0,73,Sporting Goods,Mount Prospect,EE. UU.,19474,Consumer,IL,60056.0,2,Fitness,42.04830551,-87.96134186,Pacific Asia,Jabalpur,India,19474,75921,1360,16.38999939,0.050000001,179236,327.75,0.280000001,1,327.75,311.3599854,87.18000031,South Asia,Madhya Pradesh,PENDING_PAYMENT,1360,73,Smart watch ,327.75,0,Same Day,2018-01-13 06:09:00,2018-01-13 18:09:00,0
TRANSFER,0,0,154.8600006,309.7200012,Shipping on time,0,73,Sporting Goods,Long Beach,EE. UU.,19473,Corporate,CA,90813.0,2,Fitness,33.78245163,-118.1922455,Pacific Asia,Jabalpur,India,19473,75920,1360,18.03000069,0.059999999,179235,327.75,0.5,1,327.75,309.7200012,154.8600006,South Asia,Madhya Pradesh,PROCESSING,1360,73,Smart watch ,327.75,0,Same Day,2018-01-13 05:48:00,2018-01-13 17:48:00,0
TRANSFER,5,4,82.30000305,304.8099976,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19472,Corporate,PR,725.0,2,Fitness,18.28337669,-66.03705597,Pacific Asia,Jabalpur,India,19472,75919,1360,22.94000053,0.07,179234,327.75,0.270000011,1,327.75,304.8099976,82.30000305,South Asia,Madhya Pradesh,PENDING,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-13 05:27:00,2018-01-18 05:27:00,1
TRANSFER,4,2,22.37000084,298.25,Late delivery,1,73,Sporting Goods,Rancho Cordova,EE. UU.,19471,Corporate,CA,95670.0,2,Fitness,38.61177445,-121.2828674,Pacific Asia,Geelong,Australia,19471,75918,1360,29.5,0.090000004,179233,327.75,0.079999998,1,327.75,298.25,22.37000084,Oceania,Victoria,PENDING,1360,73,Smart watch ,327.75,0,Second Class,2018-01-13 05:06:00,2018-01-17 05:06:00,2
TRANSFER,3,2,17.70000076,294.980011,Shipping canceled,0,73,Sporting Goods,Caguas,Puerto Rico,19470,Corporate,PR,725.0,2,Fitness,18.20733643,-66.03705597,Pacific Asia,Geelong,Australia,19470,75917,1360,32.77999878,0.100000001,179232,327.75,0.059999999,1,327.75,294.980011,17.70000076,Oceania,Victoria,CANCELED,1360,73,Smart watch ,327.75,0,Second Class,2018-01-13 04:45:00,2018-01-16 04:45:00,1
TRANSFER,2,2,90.27999878,288.4200134,Shipping canceled,0,73,Sporting Goods,Billings,EE. UU.,19469,Corporate,MT,59102.0,2,Fitness,45.78831101,-108.5594101,Pacific Asia,Brisbane,Australia,19469,75916,1360,39.33000183,0.119999997,179231,327.75,0.310000002,1,327.75,288.4200134,90.27999878,Oceania,Queensland,SUSPECTED_FRAUD,1360,73,Smart watch ,327.75,0,Second Class,2018-01-13 04:24:00,2018-01-15 04:24:00,0
DEBIT,6,2,131.1699982,285.1400146,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19468,Corporate,PR,725.0,2,Fitness,18.26163292,-66.03705597,Pacific Asia,Mandurah,Australia,19468,75915,1360,42.61000061,0.129999995,179230,327.75,0.460000008,1,327.75,285.1400146,131.1699982,Oceania,Australia Occidental,COMPLETE,1360,73,Smart watch ,327.75,0,Second Class,2018-01-13 04:03:00,2018-01-19 04:03:00,4
TRANSFER,5,2,90.54000092,278.5899963,Late delivery,1,73,Sporting Goods,Wilkes Barre,EE. UU.,19467,Consumer,PA,18702.0,2,Fitness,41.23545456,-75.86985779,Pacific Asia,Mandurah,Australia,19467,75914,1360,49.15999985,0.150000006,179229,327.75,0.330000013,1,327.75,278.5899963,90.54000092,Oceania,Australia Occidental,PENDING,1360,73,Smart watch ,327.75,0,Second Class,2018-01-13 03:42:00,2018-01-18 03:42:00,3
PAYMENT,4,4,82.58999634,275.3099976,Shipping on time,0,73,Sporting Goods,Caguas,Puerto Rico,19466,Corporate,PR,725.0,2,Fitness,18.27022362,-66.0370636,Pacific Asia,Guilin,China,19466,75913,1360,52.43999863,0.159999996,179228,327.75,0.300000012,1,327.75,275.3099976,82.58999634,Eastern Asia,Guangxi,PENDING_PAYMENT,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-13 03:21:00,2018-01-17 03:21:00,0
DEBIT,3,4,-17.13999939,272.0299988,Advance shipping,0,73,Sporting Goods,Roseville,EE. UU.,19465,Corporate,MI,48066.0,2,Fitness,41.86886215,-84.57365418,Pacific Asia,Guilin,China,19465,75912,1360,55.72000122,0.170000002,179227,327.75,-0.059999999,1,327.75,272.0299988,-17.13999939,Eastern Asia,Guangxi,COMPLETE,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-13 03:00:00,2018-01-16 03:00:00,-1
TRANSFER,2,4,23.64999962,268.7600098,Advance shipping,0,73,Sporting Goods,Bellflower,EE. UU.,19464,Consumer,CA,90706.0,2,Fitness,33.90942383,-118.1253586,Pacific Asia,Guilin,China,19464,75911,1360,59.0,0.180000007,179226,327.75,0.090000004,1,327.75,268.7600098,23.64999962,Eastern Asia,Guangxi,PROCESSING,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-13 02:39:00,2018-01-15 02:39:00,-2
DEBIT,6,4,73.41999817,262.2000122,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19463,Consumer,PR,725.0,2,Fitness,18.27526093,-66.0370636,Pacific Asia,Guilin,China,19463,75910,1360,65.55000305,0.200000003,179225,327.75,0.280000001,1,327.75,262.2000122,73.41999817,Eastern Asia,Guangxi,ON_HOLD,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-13 02:18:00,2018-01-19 02:18:00,2
DEBIT,5,4,113.0699997,245.8099976,Late delivery,1,73,Sporting Goods,Wheaton,EE. UU.,19462,Consumer,IL,60187.0,2,Fitness,41.86544037,-88.10990143,Pacific Asia,Delhi,India,19462,75909,1360,81.94000244,0.25,179224,327.75,0.460000008,1,327.75,245.8099976,113.0699997,South Asia,Delhi,COMPLETE,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-13 01:57:00,2018-01-18 01:57:00,1
PAYMENT,4,4,24.57999992,327.75,Shipping on time,0,73,Sporting Goods,Caguas,Puerto Rico,19461,Consumer,PR,725.0,2,Fitness,18.28713608,-66.03705597,Pacific Asia,Delhi,India,19461,75908,1360,0.0,0.0,179223,327.75,0.079999998,1,327.75,327.75,24.57999992,South Asia,Delhi,PENDING_PAYMENT,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-13 01:36:00,2018-01-17 01:36:00,0
DEBIT,2,1,-97.33999634,324.4700012,Late delivery,1,73,Sporting Goods,Detroit,EE. UU.,19460,Consumer,MI,48238.0,2,Fitness,42.39110184,-83.13121796,Pacific Asia,Suzhou,China,19460,75907,1360,3.279999971,0.01,179222,327.75,-0.300000012,1,327.75,324.4700012,-97.33999634,Eastern Asia,Gansu,COMPLETE,1360,73,Smart watch ,327.75,0,First Class,2018-01-13 01:15:00,2018-01-15 01:15:00,1
PAYMENT,2,1,-425.5799866,321.2000122,Late delivery,1,73,Sporting Goods,Dallas,EE. UU.,19459,Consumer,TX,75220.0,2,Fitness,32.86539459,-96.86858368,Pacific Asia,Suzhou,China,19459,75906,1360,6.559999943,0.02,179221,327.75,-1.330000043,1,327.75,321.2000122,-425.5799866,Eastern Asia,Gansu,PENDING_PAYMENT,1360,73,Smart watch ,327.75,0,First Class,2018-01-13 00:54:00,2018-01-15 00:54:00,1
PAYMENT,2,1,152.6000061,317.9200134,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19458,Corporate,PR,725.0,2,Fitness,18.24074173,-66.03705597,Pacific Asia,Singapur,Singapur,19458,75905,1360,9.829999924,0.029999999,179220,327.75,0.479999989,1,327.75,317.9200134,152.6000061,Southeast Asia,Singapur,PENDING_PAYMENT,1360,73,Smart watch ,327.75,0,First Class,2018-01-13 00:33:00,2018-01-15 00:33:00,1
CASH,2,1,151.0299988,314.6400146,Late delivery,1,73,Sporting Goods,Carlisle,EE. UU.,19457,Corporate,PA,17013.0,2,Fitness,40.03171921,-76.87709808,Pacific Asia,Hubli,India,19457,75904,1360,13.10999966,0.039999999,179219,327.75,0.479999989,1,327.75,314.6400146,151.0299988,South Asia,Karnataka,CLOSED,1360,73,Smart watch ,327.75,0,First Class,2018-01-13 00:12:00,2018-01-15 00:12:00,1
DEBIT,2,1,62.27000046,311.3599854,Late delivery,1,73,Sporting Goods,Dallas,EE. UU.,19456,Corporate,TX,75228.0,2,Fitness,32.81010819,-96.68649292,Pacific Asia,Wollongong,Australia,19456,75903,1360,16.38999939,0.050000001,179218,327.75,0.200000003,1,327.75,311.3599854,62.27000046,Oceania,Nueva Gales del Sur,COMPLETE,1360,73,Smart watch ,327.75,0,First Class,2018-01-12 23:51:00,2018-01-14 23:51:00,1
DEBIT,1,0,35.0,309.7200012,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19455,Consumer,PR,725.0,2,Fitness,18.28604889,-66.03705597,Pacific Asia,Wollongong,Australia,19455,75902,1360,18.03000069,0.059999999,179217,327.75,0.109999999,1,327.75,309.7200012,35.0,Oceania,Nueva Gales del Sur,COMPLETE,1360,73,Smart watch ,327.75,0,Same Day,2018-01-12 23:30:00,2018-01-13 11:30:00,1
TRANSFER,1,0,57.29999924,304.8099976,Shipping canceled,0,73,Sporting Goods,Newark,EE. UU.,19454,Consumer,DE,19702.0,2,Fitness,39.68188095,-75.64421082,Pacific Asia,Wollongong,Australia,19454,75901,1360,22.94000053,0.07,179216,327.75,0.189999998,1,327.75,304.8099976,57.29999924,Oceania,Nueva Gales del Sur,CANCELED,1360,73,Smart watch ,327.75,0,Same Day,2018-01-12 23:09:00,2018-01-13 11:09:00,1
PAYMENT,1,0,143.1600037,298.25,Late delivery,1,73,Sporting Goods,Panorama City,EE. UU.,19453,Consumer,CA,91402.0,2,Fitness,34.15893936,-118.1809387,Pacific Asia,Singapur,Singapur,19453,75900,1360,29.5,0.090000004,179215,327.75,0.479999989,1,327.75,298.25,143.1600037,Southeast Asia,Singapur,PENDING_PAYMENT,1360,73,Smart watch ,327.75,0,Same Day,2018-01-12 22:48:00,2018-01-13 10:48:00,1
DEBIT,1,0,135.6900024,294.980011,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19452,Home Office,PR,725.0,2,Fitness,18.28294563,-66.0370636,Pacific Asia,Singapur,Singapur,19452,75899,1360,32.77999878,0.100000001,179214,327.75,0.460000008,1,327.75,294.980011,135.6900024,Southeast Asia,Singapur,COMPLETE,1360,73,Smart watch ,327.75,0,Same Day,2018-01-12 22:27:00,2018-01-13 10:27:00,1
CASH,4,4,132.6699982,288.4200134,Shipping on time,0,73,Sporting Goods,Atlanta,EE. UU.,19451,Home Office,GA,30318.0,2,Fitness,33.81632614,-84.44550324,Pacific Asia,Medan,Indonesia,19451,75898,1360,39.33000183,0.119999997,179213,327.75,0.460000008,1,327.75,288.4200134,132.6699982,Southeast Asia,Sumatra Septentrional,CLOSED,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-12 22:05:00,2018-01-16 22:05:00,0
PAYMENT,3,4,119.7600021,285.1400146,Advance shipping,0,73,Sporting Goods,Caguas,Puerto Rico,19450,Home Office,PR,725.0,2,Fitness,18.24103928,-66.0370636,Pacific Asia,Medan,Indonesia,19450,75897,1360,42.61000061,0.129999995,179212,327.75,0.419999987,1,327.75,285.1400146,119.7600021,Southeast Asia,Sumatra Septentrional,PENDING_PAYMENT,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-12 21:44:00,2018-01-15 21:44:00,-1
DEBIT,2,4,31.47999954,278.5899963,Advance shipping,0,73,Sporting Goods,Fremont,EE. UU.,19449,Consumer,CA,94539.0,2,Fitness,37.49027634,-121.9271088,Pacific Asia,Canberra,Australia,19449,75896,1360,49.15999985,0.150000006,179211,327.75,0.109999999,1,327.75,278.5899963,31.47999954,Oceania,Territorio de la Capital Australiana,COMPLETE,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-12 21:23:00,2018-01-14 21:23:00,-2
TRANSFER,6,4,86.16999817,275.3099976,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,19448,Corporate,PR,725.0,2,Fitness,18.26469612,-66.03705597,Pacific Asia,Bangalore,India,19448,75895,1360,52.43999863,0.159999996,179210,327.75,0.310000002,1,327.75,275.3099976,86.16999817,South Asia,Karnataka,PENDING,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-12 21:02:00,2018-01-18 21:02:00,2
TRANSFER,5,2,130.5800018,272.0299988,Late delivery,1,73,Sporting Goods,Rochester,EE. UU.,19447,Corporate,NY,14609.0,2,Fitness,43.18824005,-77.56706238,Pacific Asia,Bangalore,India,19447,75894,1360,55.72000122,0.170000002,179209,327.75,0.479999989,1,327.75,272.0299988,130.5800018,South Asia,Karnataka,PENDING,1360,73,Smart watch ,327.75,0,Second Class,2018-01-12 20:41:00,2018-01-17 20:41:00,3
TRANSFER,4,4,0.0,268.7600098,Shipping on time,0,73,Sporting Goods,Dallas,EE. UU.,19446,Corporate,TX,75211.0,2,Fitness,32.753685,-96.86553955,Pacific Asia,Yiwu,China,19446,75893,1360,59.0,0.180000007,179208,327.75,0.0,1,327.75,268.7600098,0.0,Eastern Asia,Zhejiang,PROCESSING,1360,73,Smart watch ,327.75,0,Standard Class,2018-01-12 20:20:00,2018-01-16 20:20:00,0
PAYMENT,5,2,-30.75,115.1800003,Late delivery,1,17,Cleats,Bayamon,Puerto Rico,9083,Home Office,PR,957.0,4,Apparel,18.38011932,-66.18312836,Pacific Asia,Mirzapur,India,9083,28744,365,4.800000191,0.039999999,71956,59.99000168,-0.270000011,2,119.9800034,115.1800003,-30.75,South Asia,Uttar Pradesh,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,Second Class,2016-02-24 13:57:00,2016-02-29 13:57:00,3
PAYMENT,2,2,-122.7300034,79.18000031,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,4741,Home Office,PR,725.0,5,Golf,18.23557282,-66.3706131,Pacific Asia,Bursa,Turquía,4741,45461,627,0.800000012,0.01,113598,39.99000168,-1.549999952,2,79.98000336,79.18000031,-122.7300034,West Asia,Bursa,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Second Class,2016-10-25 14:39:00,2016-10-27 14:39:00,0
PAYMENT,6,2,33.59999847,96.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,639,Home Office,PR,725.0,5,Golf,18.02536774,-66.61303711,Pacific Asia,Murray Bridge,Australia,639,31115,502,4.0,0.039999999,77757,50.0,0.349999994,2,100.0,96.0,33.59999847,Oceania,Australia del Sur,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2016-03-30 04:37:00,2016-04-05 04:37:00,4
PAYMENT,2,2,24.69000053,75.98000336,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,9702,Home Office,PR,725.0,5,Golf,18.27383804,-66.37063599,Pacific Asia,Kartal,Turquía,9702,45766,627,4.0,0.050000001,114401,39.99000168,0.330000013,2,79.98000336,75.98000336,24.69000053,West Asia,Estambul,PENDING_PAYMENT,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,Second Class,2016-10-30 01:31:00,2016-11-01 01:31:00,0
PAYMENT,3,2,9.100000381,91.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,9114,Home Office,PR,725.0,5,Golf,18.2848053,-66.37059021,Pacific Asia,Ulan Bator,Mongolia,9114,47752,502,9.0,0.090000004,119405,50.0,0.100000001,2,100.0,91.0,9.100000381,Eastern Asia,Ulán Bator,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2016-11-28 01:18:00,2016-12-01 01:18:00,1
PAYMENT,5,2,-21.75,87.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,1362,Home Office,PR,725.0,5,Golf,18.29496765,-66.37050629,Pacific Asia,Estambul,Turquía,1362,50054,502,13.0,0.129999995,125135,50.0,-0.25,2,100.0,87.0,-21.75,West Asia,Estambul,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2016-12-31 15:47:00,2017-01-05 15:47:00,3
PAYMENT,6,2,6.150000095,82.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,8011,Home Office,PR,725.0,5,Golf,18.25571251,-66.37050629,Pacific Asia,Raipur,India,8011,20365,502,18.0,0.180000007,50842,50.0,0.079999998,2,100.0,82.0,6.150000095,South Asia,Rajastán,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,Second Class,2015-10-25 06:24:00,2015-10-31 06:24:00,4
PAYMENT,2,2,22.40999985,74.68000031,Shipping on time,0,13,Electronics,Caguas,Puerto Rico,3296,Home Office,PR,725.0,3,Footwear,18.23466301,-66.37059784,USCA,Pasco,Estados Unidos,3296,36146,278,15.30000019,0.170000002,90273,44.99000168,0.300000012,2,89.98000336,74.68000031,22.40999985,West of USA ,Washington,PENDING_PAYMENT,278,13,Under Armour Men's Compression EV SL Slide,44.99000168,0,Second Class,2016-06-11 15:12:00,2016-06-13 15:12:00,0
PAYMENT,5,2,25.23999977,90.15000153,Late delivery,1,12,Boxing & MMA,Caguas,Puerto Rico,3182,Home Office,PR,725.0,3,Footwear,18.26268196,-66.37049866,USCA,Los Angeles,Estados Unidos,3182,41234,249,19.79000092,0.180000007,102921,54.97000122,0.280000001,2,109.9400024,90.15000153,25.23999977,West of USA ,California,PENDING_PAYMENT,249,12,Under Armour Women's Micro G Skulpt Running S,54.97000122,0,Second Class,2016-08-24 21:45:00,2016-08-29 21:45:00,3
